pl_orbper,pl_orbsmax,pl_rade,pl_bmasse,pl_orbeccen,pl_insol,pl_eqt,pl_orbincl,pl_imppar,pl_trandep,pl_trandur,st_teff,st_rad,st_mass,st_met,sy_dist
431.7,1.01,14.2,167.4,0.27,,,,,,,4640,0.68,0.73,0.09,25.8618
30.014,0.17,14.2,162.0924876,0.054,,,,,,,4352,0.750378,0.72,,31.9043
124.6,0.565,12.5,2917.56,0.23,,,,,,,4830,10.275655,1.54,-0.31,156.456
0.9809734,0.01782,22.75427,1021.18779,0,661,1411,77.18,1.169,8.2,0.78576,4590,0.7242,0.781,0.18,61.7856
28.125,0.177,14.3,136.03124,0.14,,,,,,,5460,0.952252,0.93,0.25,61.7804
67.3,0.316,13.9,249.17872,0.12,,,,,,,5460,0.952252,0.93,0.25,61.7804
,92,16.8135,2860.47,,,1500,,,,,8840,1.77,1.96,,108.875
1079.55726,2.794,12.8,1871.37366,0.128,,,88.973,,,,5000,8.93,2.49,0.16,150.292
310.9,0.799,12.9,1589.142035,0.948,,,13,,,,4300,0.69,0.705,0.12,35.4438
6.9594731,0.0748,9.9872018,71.4,0.064,341.0878,1175,89.88,0.03,0.421,4.85,5675,1.38,1.22,0,127.28
14.334892,0.1228,7.93595834,48.3,0.077,,917,89.2,0.26,,5.66,5675,1.38,1.22,0,127.28
2523.64713,4.807,12.3,4309.117542,0.586,,,82.107,,,,4985,8.69,2.316,0.15,116.046
89.23,0.42,13.7,365.5026681,0.13,,,,,,,4840,5.45,1.28,0.01,64.1181
3128.41,4.55,12.7,2204.775659,0.3,,,89.863,,,,4840,5.45,1.28,0.01,64.1181
3649,3.99,12.9,1430.227832,0.65,,,96,,,,4105,0.633112,0.65,,24.0572
87.19,0.335,4.55,18.8,0.21,,,,,,,4146,0.681296,0.66,,32.3311
822.3,2.1,13.3,762.792,0.07,,,,,,,4850,5.77,1.74,0.2,78.6562
926.4,2.02,13.5,568.9128485,0.42,,,,,,,4891,4.53,1.28,-0.01,81.6696
,3319,12.1,6674.396547,,,2507,,,,,13646,,,,150.862
,740,12,7300,,,2700,,,,,10500,2.10876,2.5,-0.5,136.759
,345,12.1,6515.515,,,2450,,,,,9193.75,,3.75,,145.798
111.7,0.36,13.4,667.415,0.29,,,,,,,3191,0.478625,0.49,0.4,14.5324
104100,23.04,12.3,4703.860424,,,2050,,,,,,,0.135,,147.533
10.751014,0.093,2.53625843,8.9,0,88.9,794.96,,0.518763,0.05860959,2.9954278,5618,0.9603,0.9373,0.007,101.694
19.60562,0.139,2.52442508,10.7,0.2,39.9,650.68,,0.396637,0.05907657,4.383408,5618,0.9603,0.9373,0.007,101.694
1852.14387,3.729,12.6,2451.728332,0.36,,,90.904,,,,4672,6.84,2.009,-0.19,155.121
2.224,0.031,14,225.658169,0.086,,,,,,,,,0.79,,29.4898
455.73816,1.36,13.4,668.0753115,0.081,,,,,,,4883,3.94,1.613,0.17,94.0349
5.0505,0.06,13.7,346.4347,0.02,,,,,,,5519,0.89,0.97,0.23,45.8846
7.713057,0.0787,3,379,0.32,219.2841,1060,87.14,,0.07284849,2.47,5991,1.08,1.094,0,58.5146
24955.45756,15.037,12.1,6547.265184,0.23,,,110.998,,,,4497,0.688488,0.71,,34.8523
20.772858,0.145,3.82838127,8.3,0,40.3,640.88,,0.2477,0.1415,4.9427299,5649,0.9593,0.942,-0.018,67.5478
52.56363,0.269,3.42855926,7,0,11.7,470.31,,0.290877,0.1193,6.5715569,5649,0.9593,0.942,-0.018,67.5478
10.288914,0.091,2.4801338,19.1,0.29,9.0686,701.66,,0.327997,0.0854,1.5329366,5216,0.8418,0.9342,0.248,65.9501
16.432,0.124,2.75,8,0,,642,,,,,5216,0.8418,0.9342,0.248,65.9501
1062.26506,2.491,12.1,6098.173645,0.63,,,86.083,,,,5020,5.34,1.81,0.29,102.275
18600,15.8,12.2,5403.082919,0.31,,,152,,,,8000,1.93986,1.9,,40.0765
36.116,0.1417,2.2,5.46,0.079,0.503,234.4,,,,,3347,0.299,0.291,-0.18,6.24442
,773,11.7768,6991.57,,,,,,,,6186,1.006954,1.08,-0.036,18.1186
,22.2,12.44199,6992.224954,0.34,,1255,86.7,,,,6597,1.334,1.3,0.02,34.0071
27000,18,13.1,1052.012027,0.84,,171,80.3,,,,5794,1.53,1.07,0.1,31.4607
302.79999,0.92,12.7,1970.536123,0.14,,,87,,,,6167,1.13,1.34,0.16,17.3181
3.585287,0.04888,2.004,3.55,0,989.7,1552,85.98,0.587,0.02137,2.705,6354,1.258,1.204,0.025,31.964
5.973865,0.0687,1.979,3.8,0,512,1309,86.59,0.701,0.02087,2.843,6354,1.258,1.204,0.025,31.964
11.230511,0.1046,2.001,7.1,0,217,1061,87.72,0.712,0.0213,3.47,6354,1.258,1.204,0.025,31.964
170000,68,13,2000,,,1200,30.27,,,,7204.58,1.49338,1.5,-0.47,41.2441
69000,38,13,3000,0.5,,1200,29.43,,,,7204.58,1.49338,1.5,-0.47,41.2441
37000,24,13,3000,0.6,,1300,38.63,,,,7204.58,1.49338,1.5,-0.47,41.2441
20815.6,16.4,13.11453,3178.3,0.15,,1150,25,,,,7400,1.49338,1.51,-0.5,41.2441
3.986,0.0435,13.6,464.0294742,0.27,,,,,,,4203,0.65,0.69,-0.05,37.6604
2390,3.6,12.8,1875.197,0,,,90,,,,5952,,0.88,,192.1980787
4368,5.4,12.9,1430.235,0.51,,,90,,,,5952,,0.88,,192.1980787
734,2.038,12.7,2002.329,0.18,,,,,,,4740.1,10.267424,2.1,0.12,859.324
8.834978,0.077,10.73820351,80.8,,41.4199,854,88.3,0.34,0.61322553,5.995,4080,1.45,0.7,,159.244
,435,12.1,6674.396547,,,2601,,,,,,,,,136.37
19.30553,0.137,3.773,25.2,0.31,42.1,649,89.50414,0.4,0.1691,3.8064,5533,0.956,0.88,-0.07,272.36
1.6739035,0.0301,3.88,21.8,0,1915,1841,81.27,0.791,0.01225,1.6056,5945,1.24,1.15,0.22,188.959
14.6762429,0.1124,2,4.66,0.1,,618,89.26,0.41,0.0749,3.336,4927,0.76,0.82,0.07,188.33
9.915615,,1.3,2.24,0.1,,,89,0.43,0.02,2.66,4695,0.71,0.77,0.14,188.175
1.9741954,0.0242,1.79,3.86,0.09,62.1,798,88.75,0.39,0.1749,1.584,3712,0.48,0.51,0.18,189.289
8.26726,0.0796,3.4,15.4,0,100,805,88.62,0.42,0.1338,3.43,5373,0.905,0.94,0.22,197.989
3.313959,0.0475,15.98,266.9772,0,,1649,82.36105,0.74,0.6658,3.2232,6061,1.81,1.3,0.14,685.2
4.733999,0.0581,5.33,59.4,0.18,762,1360,86.13513,0.33,0.0973,3.5496,5599,1.76,1.17,0.36,477.295
39.93767,0.2257,7.55,44.4,,9.84,734,,0.39,0.07,5.808,5433,5.15,1.35,-0.12,329.309
13.86375,0.10207,2.592,15.9,0.13,27.7,638,89.35,0.34,0.1361,3.22,5010,0.713,0.738,-0.34,116.474
5.3518963,0.0565,1.837,5.35,0.134,490,1293,86.34,0.6022,0.01184,3.2362,5775,1.25,0.84,-0.46,200.394
15.6748,0.11565,3.34,11.1,0.069,,923,,,,,5775,1.25,0.84,-0.46,200.394
5.817685,0.0642,12.14,410.0007,0,277.39,1098,86.21,0.72,0.8378,3.0744,5660,1.24,1.04,0.27,635.722
11.390931,0.0944,10.59248676,638.8350981,0.079,40,701.4,89.16,0.378,1.361,3.9696,4899,0.832,0.863,0.42,475.758
20.2729914,0.1415,11.80305668,321.0066911,0.063,20.4393,696,88.912,0.655,1.603,3.8736,5870,0.855,0.918,-0.198,413.591
4.655411,0.048,0.69,0.257,0.06,78.6,,89.09,0.1,0.0129,1.89,4348.35,0.6694,0.694512,0.01,49.3855
1.2916,0.0189,2.03,4.78,0.06,145.8,868,88.36,0.39,0.1817,1.152,3778,0.51,0.54,-0.05,101.632
5.444017,0.0492,2.06,4.9,0.15,21.4,537,89.49,0.4,0.1686,2.1096,3778,0.51,0.54,-0.05,101.632
50.92092,0.245,2.54,6.99,0.2,4.3,,89.5,,0.1193,4.104,4726.29,0.734626,0.756446,0.129,321.722
7.727283,0.0698,2.53,6.94,0.07,54.9,666,89.4,0.41,0.1233,2.904,4740,0.71,0.76,-0.05,365.581
8.28246,0.0792,2.44,5.2,0.5,185,1026,87.6,0.19,0.0481,4.18,5672,1.117,0.965,0,326.381
5.185738,0.0525,7.16,51,0.22,62.5,716,89.02659,0.14,1.3112,2.0304,4526,0.675,0.71,0.04,169.398
2.2193023,0.0373,1.16,1.65,0.21,79.9,769,86.39,0.43,0.0432,1.236,4009,0.59,0.63,0.32,72.0444
30.951524,0.1649,2.76,8.05,0.06,2.9,338,89.79,0.39,0.2117,3.7608,4035,0.59,0.62,0.03,161.555
6.413651,0.049,2.9,8.75,0.08,8.7,442,89.03,0.47,0.553,1.68,3570,0.388,0.39,0.023,140.385
21.750264,0.121,2.18,5.39,0.08,2,,89.72,,,,3654.47,0.402049,0.494727,,124.156
7.385655,0.0656,1.97,4.54,0.06,35.3,601,89.4,0.4,0.0882,2.5872,4339,0.65,0.69,0.02,102.953
3.588163,0.0411,8.37,52.9,0.12,105.6,809,87.22,0.58,1.512,2.3208,4575,0.66,0.72,-0.11,709.999
5.675819,0.056,1.42,2.6,0.23,68.8,,87.4,,0.0332,1.8048,4469.51,0.777569,0.711248,-0.26,114.637
8.239493,0.057,1.04,1.12,0.13,4.5,,89.21,,0.0858,1.512,3459.09,0.36001,0.360031,,27.7957
39.91488,0.2114,1.89,4.23,,22.8,511,,0,0.058,6.34,5698,0.78,0.8,-0.54,342.394
2.49412,0.032,1.25,2.1,0.17,136.4,,86.53,,0.0304,1.704,4356.47,0.744261,0.69563,-0.24,118.011
0.3693038,0.00936,1.69,7.9,0,4070,2223,85,0.4,0.07556536,1.0027781,5120,0.7595,0.803,-0.04,152.509
9.1751,0.0916,14.5717,155.7367,0.29,293.374,1586,77.46,0.848,0.058,7.169,4840,3.85,1.08,-0.01,609.818
3.07133,0.03194,1.34,2.36,,,,87.6,0.63,0.071,1.22,3655,0.455,0.461,,75.1703
4.86784,0.04341,1.603,3.2,,,,88.21,0.64,0.098,1.62,3655,0.455,0.461,,75.1703
11.02454,0.07487,2.003,4.67,,48.3251,734,89.4,0.37,0.19,2.32,3655,0.455,0.461,,75.1703
26.5841,0.1346,1.73,3.64,,1.8,296,89.164,0.928,0.0987,1.44,3655,0.455,0.461,,75.1703
7.9752,0.0707,1.014,4.3,0.14,33.5,610,89.2,0.22,,2.67,4500,0.677,0.742,-0.02,59.2474
17.30713,0.1185,3,18.1,0.047,11.91,470,89.7,0.31,0.1909,3.449,4500,0.677,0.742,-0.02,59.2474
25.575,0.1538,1.565,3,0.071,7.07,420,89.4,0.677,,3.04,4500,0.677,0.742,-0.02,59.2474
0.179719,0.0058,0.64,158.915,0,,1471,93.1,0.02,,0.6288,3697,0.29,0.463,-0.059,98.8765
2.35309,0.03385,1.51,3.1,0.048,486,1157,87.2,0.419,,2.01,5356.3,0.863,0.935,0.14,202.585
3.56004,0.04461,2.299,6.31,0.045,279,1012,88.1,0.369,,2.38,5356.3,0.863,0.935,0.14,202.585
5.40479,0.05893,2.39,7.92,0.043,160,888,89,0.241,0.083798,2.7,5356.3,0.863,0.935,0.14,202.585
8.26146,0.0782,3.39,12.97,0.077,91.1,757,88.6,0.468,0.1343,2.97,5356.3,0.863,0.935,0.14,202.585
12.75758,0.10447,2.904,1.63,0.062,51,653,88.8,0.56,0.085069,3.2,5356.3,0.863,0.935,0.14,202.585
41.96797,0.23109,3.013,4.32,0.059,9.29,445,89.4,0.558,0.084149,4.75,5356.3,0.863,0.935,0.14,202.585
28.380619,0.1796,9.11,123.00021,0.12,,524,89.55668,0.17,1.1093,4.9392,5370,0.88,0.96,0.24,153.856
8.36802,0.0627,4.81,20.7,0.14,8,488,88.19,0.83,0.943,2.3304,3789,0.45,0.47,-0.37,364.048
6.569188,0.068,13.56286665,295.5804185,0,204,962,88.3,0.42,1.557,3.81,5585,1.06,0.96,0.1,347.917
0.2803244,0.00747,1.51,4.97,0,3260,2103,86.3,-0.01,0.0507,0.94,4570,0.681,0.708,0,61.8736
7.7485,0.0683,7,8,0.092,39.1,695,87.2,,,,4570,0.681,0.708,0,61.8736
2.6446,0.0248,2.05,5.77,0.129,20.7,534,88.93,0.391,0.386,1.32,3385,0.33,0.331,-0.02,79.3002
4.00498,0.0327,2.19,7.49,0.075,,,87.54,0.93,,,3385,0.33,0.331,-0.02,79.3002
0.961939,0.01575,1.47286006,2.77,0.38,200.1,1077,83.6,0.5,0.0545,0.9024,3690,0.578,0.563,-0.02,90.5494
4.38395,0.0454,1.33,2.33,,48.8,,,,0.0324,1.776,4079,0.632,0.65,-0.11,124.458
6.9226,0.0616,1.73,3.64,,26.5,,,,0.0537,2.0304,4079,0.632,0.65,-0.11,124.458
9.7579,0.0774,1.64,3.33,,16.8,,,,0.0504,1.8,4079,0.632,0.65,-0.11,124.458
11.332,0.083,1.64,3.33,,7,,,,,,3745,0.568,0.595,0.11,123.676
11.8104,0.091,2.48,6.71,,48,676,,0.51,0.121,2.4024,5131,0.68,0.72,-0.46,493.992
10.59357,0.0727,2,4.66,,4.9,,,,0.21,2.4,3499,0.436,0.457,0.09,102.483
3.835476,0.0373,1.49,2.83,,20.8,566,,0.44,0.0983,1.5408,3695,0.45,0.47,-0.19,69.4798
32.6479,0.1716,2.29,5.86,,2.9,337,,0.25,0.159,4,4044,0.61,0.63,0.12,108.449
7.51574,0.0614,2,4.66,,11.8,497,,0.42,0.129,2.3,3845,0.53,0.55,-0.09,143.125
3.67626,0.0405,1.99,4.62,,57.5,715,,0.44,0.11,1.7,4097,0.63,0.65,0.21,129.356
7.95486,0.0677,2.07,4.94,,20.5,552,,0.42,0.11,2.1,4097,0.63,0.65,0.21,129.356
6.342,0.0562,1.8,3.89,,19.9,708,88.3,0.34,0.068,2.4096,4258,0.58,0.65,-0.3,72.7998
13.85,0.0946,2.6,7.27,,7,583,88.96,0.45,0.103,3.528,4258,0.58,0.65,-0.3,72.7998
40.718,0.1937,1.9,4.27,,1.67,381,89.61,0.44,0.074,4.464,4258,0.58,0.65,-0.3,72.7998
0.813143,0.0149,1.1,1.37,,,1347,89.8,0.41,0.029,1.3,4460,0.62,0.66,-0.33,150.21
0.3652575,0.00962,0.935,1.14,,6660,2432,89.2,0.03,0.0099,1.161,5334,0.86,0.89,0.02,298.373
25.942,0.165,6.08,30.8,0.2,22.65,587,,,,,5334,0.86,0.89,0.02,298.373
66.5,0.309,5.16,23.3,0.5,6.46,429.1,,,,,5334,0.86,0.89,0.02,298.373
10.06049,0.0887,2.64,7.46,,,794,88.40454,0.38,0.07,3.8,5503,0.95,0.92,0.07,197.299
5.90279,0.0622,1.28,2.18,,,948,,0.41,0.015,5,5503,0.95,0.92,0.07,197.299
12.42205,0.1013,2.26,5.73,,,684,89.06464,0.44,0.065,3.3,5425,0.83,0.9,-0.07,170.998
7.6188,0.0667,2.02,4.74,,44.5,658,87.97,0.68,0.1041,2.487,4742,0.66,0.68,-0.33,334.967
19.07863,0.1229,2.54,6.99,,13.1,485,87.83,0.86,0.1065,3.859,4742,0.66,0.68,-0.33,334.967
3.705871,,3.17824034,10.2,,,,88.25363,,,,5649,0.913754,0.982829,0.07,315.363
9.283188,,6.11721229,31.1,,,,87.25087,,,,4972,2.568173,0.986876,-0.03,916.319
9.45889,0.0795,1.44,2.67,,,631,88.76118,0.41,0.02669,3,4842,0.69,0.75,-0.17,124.433
6.673117,,2.46610713,6.65,,,,88.25311,,,,4937,0.762201,0.826112,0.14,208.529
17.355066,,3.24925008,10.6,,,,87.88981,0.14,0.0211,9.168,5791,2.196069,1.180894,-0.23,375.67
2.354992,,1.27443657,2.17,,,,87.08276,,,,5185,0.803827,0.834847,-0.05,134.591
4.382745,,1.55409035,3.03,,,,87.05435,,,,5185,0.803827,0.834847,-0.05,134.591
14.101361,,2.64809498,7.5,,37.0819,629.38,89.0019,,0.1450825,2.7078373,5185,0.803827,0.834847,-0.05,134.591
8.52695,0.0858,2.19,5.43,,,1140,87.42879,0.4,0.016,3.7,5960,1.61,1.16,0.09,476.882
9.978541,0.0932,2.36509493,6.5,0.48,317,1220,86.8,0.55,0.0206,3.6,6310,1.499,1.084,-0.456,80.8994
15.8523,,1.86,4.12,,,766.35,89.4,0.32,0.0532,3.792,5502.7,0.83,0.877,-0.13,243.935
6.380803,,1.27328671,2.16,,,,87.83658,0.1,0.01604,3.096,5548,0.919053,0.986144,0.26,235.867
17.96753,0.119,2.23,5.6,0.18,4.91,487,89.08,0.61,0.099,2.592,4320,0.66,0.71,0.15,125.106
7.576544,,1.41817537,2.6,,,,87.98893,0.36,0.0197,3.432,5748,0.981614,0.963657,-0.11,392.872
12.400047,,1.8017647,3.9,,,,88.6676,0.21,0.0311,4.176,5748,0.981614,0.963657,-0.11,392.872
5.628466,,2.68657205,7.69,,,,85.04821,0.54,0.0219,8.208,5250,1.717458,0.891587,-0.09,606.128
14.316941,,1.66608079,3.42,,,,88.91352,0,0.0375,3.84,5569,0.868889,0.934356,-0.06,249.742
29.62682,,3.20569097,10.4,,,,89.49725,0.09,0.1302,4.992,5569,0.868889,0.934356,-0.06,249.742
5.868699,,1.60826194,3.22,,,,87.82563,,0.02,2.825,5580,0.843154,0.881538,-0.25,228.641
19.562307,0.126,2.6,7.27,,10.9555,455,89.95,0.02,0.135,5.808,4455,0.676,0.7,0.113,99.9293
9.525988,,2.03803688,4.81,,,,87.49426,,,,5909,1.420038,1.094693,0.05,247.266
5.329439,,1.49090097,2.83,,,,88.06252,,0.026,2.76,5428,0.86416,0.938545,0.15,247.302
14.155185,,2.1162048,5.13,,,,87.21955,,,,6063,1.213565,1.210525,0.41,492.167
8.747818,,3.55790985,12.4,,117.826,840.29,88.61078,,0.1449,3.4272,5525,0.887267,0.95109,0.09,214.753
5.172191,,2.51267885,6.86,,,,88.75496,,0.0964,1.7664,5015,0.768067,0.824345,0.03,190.81
32.939623,0.1429,2.37,8.92,0.2,1.005,284,89.5785,0.601,0.3098,2.682,3457,0.411,0.359,0.12,38.0266
8.962,0.06,2.65,7.51,0.47,,363,,,,,3457,0.411,0.359,0.09,38.0266
8.865663,0.0756,2.46597575,11.41003981,0.075,48.3,797.5,89.15,0.33,0.0987,2.8488,5365,0.719,0.735,-0.578,203.896
6.8941,0.0706,2.69,7.7,0.4,192,949,87.4,0.48,0.0828,2.52,5528,1.06,0.96,0.18,360.911
4.7369696,0.05174,2.71257333,20.97667486,0.071,146.9,965.8,88.91,0.27,0.0988,2.56632,5128,0.789,0.823,0.022,154.83
0.469285,,1.1,1.37,,,,90.1,,0.02152,1.5408,5482,0.87,0.942219,0.09,329.041
10.787992,0.0932,2.3,5.9,,,787,90.5,0.47,0.0901,3.8496,5482,0.87,0.942219,0.09,329.041
22.620344,0.1527,2.3,5.9,,,615,89.9,1.14,0.0947,4.92,5482,0.87,0.942219,0.09,329.041
16.9780102,0.1685,1.47,2.76,,,533,89.46643,0.42,0.037,2.4912,5245,0.75,0.84,-0.1,75.5857
10.616384,,1.15,1.6,,,809,88.93239,0.74,0.0162,2.6,5788,0.94,0.96,-0.1,268.357
52.713494,,2.39,6.3,,,477,89.00261,0.73,0.0757,4.64,5788,0.94,0.96,-0.1,268.357
41.474219,,3.17207779,10.2,,,,89.52426,,0.098,6.12,5784,0.98083,1.018617,0.06,330.739
0.77401,0.0164,1.2,1.87,,,1815,89.7,0.41,0.0237,1.5792,5438,0.83,0.966999,0,330.916
2.871512,0.0392,1.4,2.54,,,1173,90.4,0.43,0.039,2.376,5438,0.83,0.966999,0,330.916
7.149584,0.072,2.4,6.35,,,865,90.3,0.41,0.1224,2.8392,5438,0.83,0.966999,0,330.916
13.606629,0.1106,1.9,4.27,,,698,90.1,0.43,0.0748,4.0296,5438,0.83,0.966999,0,330.916
1.742169,0.0289,1.35,2.39,,,1692,83.92815,0.4,,,5977,1.19,1.06,-0.01,446.821
7.810253,0.0785,2.83,8.4,,230.628,1026,88.09762,0.37,0.048,3.5808,5977,1.19,1.06,-0.01,446.821
2.58812,0.0361,1.403,2.55,,497,1203,88.11337,0.41,0.03,2.22,5442,0.879,0.85,-0.1,242.113
6.67932,0.068,2.31,5.95,,140,877,88.18346,0.37,0.0784,2.7096,5442,0.879,0.85,-0.1,242.113
7.9193,0.07487,7,30.8,0.1,87,857,90,0.217,0.6673,3.237,5322,0.82,0.88,0.06,289.827
11.906,0.0982,4.1,11,0.1,51,679,90,0.299,0.2325,3.823,5322,0.82,0.88,0.06,289.827
2.50827,0.03478,1.044,6.2,0.44,404,1258,89.7,0.17,0.019,1.93,5350,0.824,0.892,0.03,289.827
10.098858,,1.35673729,2.41,,,,88.35712,0.141,0.00731,4.224,5631,0.912206,0.904597,-0.19,160.679
21.574023,,1.09308317,1.34,,,,88.97694,,,,5631,0.912206,0.904597,-0.19,160.679
2.858646,,1.57889322,3.12,,,,87.05102,0.188,0.0308,2.232,5176,0.839696,0.900994,0.31,287.188
4.162817,0.049,1.52,2.92,,,939,88.39205,0.43,0.0318,1.6176,5222,0.81,0.9,0.15,221.753
14.786889,0.1184,3.95,14.8,,,739,89.19255,0.29,0.1692,4.32,5817,0.98,1.01,0,411.923
39.721386,,3.64229858,12.9,,,,89.06529,0.273,0.0741,8.52,5979,1.281115,1.110086,0.1,629.51
15.852975,0.1208,3.13,9.96,,,720,89.04065,0.34,0.1118,4.8408,5713,0.99,0.94,-0.1,315.014
28.482786,,2.57581891,7.16,,,,88.53687,,0.0747,5.976,5712,0.906367,0.963364,-0.09,315.014
48.324222,,3.59970536,12.6,,,,88.27355,,,,6045,1.538801,1.162095,0.01,584.877
8.357881,0.0806,2.56,7.08,,,848,88.50928,0.45,0.055,3.4704,5667,0.93,1,0.08,247.637
17.0428683,,4.189,16.3,,,715.8,88.904,0.661,0.2737,2.9592,5212.9,0.757,0.799,0.094,110.567
3.3596055,,1.423,2.61,,,1229.9,86.494,0.715,0.018,1.42008,5212.9,0.757,0.799,0.094,110.567
7.4500177,,2.438,6.52,,,943.2,89.86,0.047,0.1082,3.0024,5212.9,0.757,0.799,0.094,110.567
3.2253993,0.0382,1.73,6.9,0.02,116.2,913,88.8,0.25,0.0726,2.017,4491,0.682,0.711,-0.01,107.518
7.3744897,0.0662,2.85,12.4,0.03,38.6,694,87.7,0.49,0.1739,2.452,4491,0.682,0.711,-0.01,107.518
2.849883,,1.3643987,2.43,,,,87.96772,0.132,0.0273,1.3416,5233,0.791736,0.860208,-0.04,184.131
1.05979,,1.40006712,2.54,,,,84.41366,,0.02514,1.7496,5507,0.878161,0.956055,0.13,197.932
22.779878,,3.28568401,10.8,,,,89.27205,,0.1252,3.648,5507,0.878161,0.956055,0.13,197.932
4700,4.16,13.7,349.6112477,,,,,,,,,,0.584,,5200
3.405164,,2.30165603,5.91,,,,87.67245,,0.0579,2.0328,5491,0.910685,0.971461,0.27,300.397
9.6952,0.0824,1.26549392,2.14,0.23,,738.4,89.12,0.33,0.023,3.1032,5026,0.765,0.793,-0.021,166.147
7.055908,0.0738,3.17214154,10.2,0.28,,1148,88.76,0.27,0.0538,4.5696,5783,1.253,1.076,0.21,577.235
26.672263,,1.99552771,4.64,,,,89.09695,,0.0291,6.048,5890,1.077574,0.951027,-0.26,405.301
18.294549,,2.79522879,8.22,,,,89.11217,,,,5043,0.758046,0.789481,-0.14,244.443
12.48749,,2.60585269,7.3,,,,88.62001,,0.0904,4.296,5522,0.928158,0.941851,0.11,363.064
4.19097,0.04878,1.67462172,3.45,0.37,,1122,86.94,0.49,0.0309,1.944,5500,0.872,0.881,-0.064,256.887
2.080615,,0.86850263,0.586,,,,86.23126,,,,4720,0.712365,0.74479,-0.06,76.4986
9.325038,0.076,1.84,4.04,0.1,10,500,88.98,0.7,0.0809,2.372,4222.06,0.646783,0.676023,-0.11,83.6448
15.50192,0.107,2.49,6.76,0.21,5.1,420,88.85,0.66,0.1294,2.333,4222.06,0.646783,0.676023,-0.11,83.6448
0.57023,,0.86,0.566,,,,89.2,,,,5500,0.89,0.911717,0,176.51
0.669561,0.01419,1.33162691,2.33,0.19,,1873,84.1,0.36,0.0222,1.2912,5117,0.818,0.851,0.134,272.297
9.795647,0.0785,2.65,7.51,,21.964,542,89.19149,0.42028,0.12797,2.5992,4349,0.678,0.622,0.03,109.218
8.13087,,1.51398464,2.9,,,,87.86162,,,,5794,1.20424,1.069596,0.25,389.702
8.59656,0.0834,2.51,6.85,,238,1001,88.14511,0.39,0.04,3.7296,5875,1.236,1.03,0.04,300.64
8.269648,,2.12381238,5.16,,,,88.98419,,0.0543,2.232,5704,0.974398,0.999987,0.11,403.964
2.1748,0.028,1.75,8,0,248,1103,86.9,0.45,0.056,1.84,4503,0.72,0.7,0,115.461
14.074524,,3.57854073,12.5,,,,88.04322,,0.0636,5.688,5967,1.333718,1.102661,0.04,381.878
8.679885,,2.56948149,7.13,,,,88.45262,,0.0598,3.84,5757,1.008231,1.047488,0.25,394.083
3.901287,,1.34762583,2.38,,,,86.79476,,0.01173,3.408,5753,1.189232,1.021545,0.13,325.4
6.66767,,1.43839723,2.66,,,,87.26923,,0.014,4.824,5753,1.189232,1.021545,0.13,325.4
11.137278,,2.57634456,7.16,,,,88.28659,,0.0419,4.896,5753,1.189232,1.021545,0.13,325.4
0.381073,0.009,2.3,444.962,0.19,114,2100,90.6,0.65,0.624,0.5856,3879,0.58,0.595292,0.032,243.836
13.68186,0.1104,2.37,6.21,,79.7,761,88.88347,0.38,0.0537,3.12,5612,1.026,0.91,-0.05,233.514
2.399094,,1.67890272,3.46,,,,85.44711,,0.0312,2.5032,5716,0.947599,1.010842,0.13,318.81
15.3889274,0.1186,2.275,7.5,0.021,95,803,88.91,0.4512,0.0372,4.382,5942,1.072,0.94,-0.315,101.321
0.50557,0.0127,0.89,0.64,,,2271,89.7,0.41,0.01,0.9,5859,1,1.06,0.19,198.604
4.562546,0.0549,1.5,2.86,,,1091,89.6,0.42,0.02,2.8,5859,1,1.06,0.19,198.604
4.47904,0.0516,1.56,3.05,,,1002,87.85965,0.41,0.0327,2.4,5620,0.84,0.91,-0.19,275.255
10.09489,0.0886,2.41,6.39,,,764,88.67575,0.4,0.05928,3.6,5620,0.84,0.91,-0.19,275.255
15.8723,0.1409,3.60929179,12.7,0.23,,923,88.64,0.38,0.0377,6.192,5520,1.7,1.482,0.486,357.778
3.27109,0.04095,1.53899305,2.98,0.22,,1187,87.6,0.38,0.0252,2.3232,5288,0.889,0.856,-0.05,211.265
13.621832,,1.66551298,3.41,,,,88.37406,,,,5673,0.890666,0.950811,-0.1,187.234
2.69828,0.0338,1.21,1.92,,,914,87.465,0.42,0.02587,1.5,4715,0.65,0.71,-0.25,129.46
0.584216,0.0131,1,2.55,0,2290,1818,89.7,0.38,0.01625,1.5,5315,0.79,0.87,-0.09,102.564
8.32727,0.0769,2.03,7,0,66,750,87.94,0.39,0.05325,2.5,5315,0.79,0.87,-0.09,102.564
2.86041,0.0409,1.96,4.5,,,1529,85.98986,0.39,0.02,2.6,5945,1.39,1.11,0.1,540.773
13.841901,,2.5,6.8,,,,88.6,0.55,0.0635,2.94,5695,0.95,1.01,0.14,321.215
11.168454,0.10356,11.209,126.49634,0.258,312.155,1030,89.14,0.108,0.966,5.03016,6154,1.161,1.188,0.1,130.72
2.467583,0.03293,1.315,2.4,0,269,1127,88.86,0.2,,1.882,4796,0.71,0.79,-0.082,67.5062
7.06024,0.0664,1.272,4.6,0,66.2,794,89.57,0.15,,2.687,4796,0.71,0.79,-0.082,67.5062
24.3681,0.1516,2.363,10.3,0.18,12.7,525,89.62,0.28,,3.791,4796,0.71,0.79,-0.082,67.5062
